num_processes,avg_burst_time,priority_variance,io_intensity,best_algorithm
43,7.029379711082751,2.7964962904432222,0.057844449447160606,1
33,4.212020837471712,2.25887279379503,0.9577898009882039,1
19,4.1360262780305295,0.5695538931386535,0.9427243190941123,1
47,8.079568245460404,4.049311855336398,0.7851895431484084,1
12,5.135003225077127,2.403511540593953,0.9913279015642206,1
25,8.73809863162645,0.7228280160934379,0.5444823328002629,1
43,5.185549668115006,2.494025774400585,0.9627683502532061,1
23,5.153002978403858,2.24180092515099,0.07560504061675077,1
27,4.689659810614039,3.9634949870681857,0.3656807482613713,1
15,4.586082466435058,3.4846563285904217,0.22538126800676583,1
15,8.194580203716452,3.8186412062226225,0.19583308413427003,1
28,5.406205867222839,0.0,0.14080294889267608,1
40,3.6577243299128277,2.415820123557794,0.6224136415659967,1
44,8.543024403265298,2.462645609099832,0.7813218557473051,1
28,4.042763911595066,0.0,0.5782983994203607,1
7,5.587680888406048,1.866198249271906,0.14696270958820967,0
26,8.893760144648915,3.8162416150667418,0.8111237699334709,1
6,6.089863141845802,0.9162004314356643,0.6359547071637285,0
28,2.663623899922939,2.494082705029531,0.3881657061269955,1
48,9.32906191233636,1.1849440484095446,0.674130295536063,1
34,6.8256249618212,0.15393687056242494,0.25990497924283285,1
42,3.728974848706935,0.6391125003688617,0.3451922084942105,1
6,1.343147003696227,5.483951307688461,0.9174858431319902,0
25,8.281255382628375,4.3948788976917115,0.2905045056714204,1
37,5.624527315646732,4.678724626761371,0.4699882681579366,1
16,5.766832804744159,2.1085892974950555,0.8901411373960146,1
26,8.360875728042213,0.6529494775285831,0.7077213502675275,1
48,9.09101290063618,2.765806754692784,0.06220322616470275,1
29,2.8207552786821215,2.3785873573687732,0.14730304427897034,1
31,3.8583755057956743,4.2792586325563065,0.007841590771916818,1
46,3.868255597157526,0.6422852007130008,0.6309217902291634,1
32,7.2723586444212245,2.875397394926433,0.4476734254104183,1
20,1.573531601957061,0.9206742850085151,0.13427485090227553,1
19,6.228912380701206,1.3084829847773174,0.9579341210567704,1
48,7.99413821233305,4.095554242752733,0.5296597239456199,1
7,9.527067480909128,2.872275015890319,0.24189329411288918,0
41,4.444981789833069,2.825058446082472,0.5006035711547075,1
11,8.535677573460628,1.635333182878297,0.6796203327351078,1
25,1.168241914482717,2.3700984459750156,0.07623921797356448,1
13,8.13804747797093,3.3004531082285884,0.274703815047892,1
43,2.0860434941899797,4.626368191614935,0.8069654908839936,1
22,4.622271802181631,4.61221334306961,0.45966487040266124,1
8,7.610556429679019,4.511550669723961,0.5465771420322949,0
29,3.5550951839281746,1.344649987734489,0.43281600220946925,1
18,3.82145958472056,2.933918619042532,0.04389994264300512,1
13,7.801332275733838,2.0466364980662037,0.16574977982015593,1
30,7.516347259556542,0.6807067788651145,0.4455416387418909,1
6,6.6642242110171,4.429687733481806,0.20918546540792782,0
24,6.769576770192782,0.0,0.04997902865967874,1
32,5.9232602493877975,4.517347235032065,0.8436496640518237,1
11,3.3950678002339503,1.6840437771668118,0.9811925291641158,1
48,3.4903836537944626,3.08991804268041,0.7931428739967394,1
12,2.80146765983528,3.789783057770274,0.853784921704667,1
39,9.09842552759028,4.58378307096342,0.24197713031704537,1
18,5.296622373956389,2.924300329346557,0.9606269755131998,1
21,4.177470245483008,3.0603068771185837,0.19692570445342839,1
40,4.951249466086372,0.3386652644167838,0.9514298103618323,1
44,10.469393885176434,2.7338292134790416,0.994819293965951,1
8,2.658439190311601,0.34078749510096035,0.7117228057460487,1
6,5.60832770360123,3.864939025761627,0.9811437317918219,0
10,5.796016254669012,1.7497921145825397,0.5695397795671037,1
46,5.729436124442648,3.2121735303326235,0.25954178317609033,1
8,1.704337181331101,0.06188235027645794,0.43699588566562086,1
33,8.613552854588425,0.6139581280503876,0.593560935378786,1
22,9.342246447982925,3.5884061961164724,0.07308156202701499,1
30,6.749096976073975,0.0,0.6223432646172461,1
48,6.626275630599905,0.06078570108118847,0.9811778367622945,1
38,8.603935338039166,0.12014637903865932,0.19010764978372763,1
14,7.073348045647585,4.758786788938034,0.7925951162883833,1
40,2.8920408117380108,3.5138045644043108,0.9078987937796194,1
18,5.4269222037628975,1.622006905656727,0.9437015928202208,1
35,5.044357618390419,1.691528305586063,0.9601356044054472,1
19,4.591596612516975,1.5932083768684833,0.5214596387214719,1
12,7.903868520577966,3.8468402826971873,0.9773079079915037,1
18,10.009434007790547,3.957834031776235,0.7573102071344389,1
27,9.098535935118289,0.4988730482721628,0.1616714362369619,1
44,4.851841039079188,0.3149938571980242,0.47690010646797,1
25,2.5960927796946707,0.7270551480065686,0.718331175372004,1
20,8.928699940813301,3.09792068011846,0.24734031581908333,1
49,8.355822390421903,3.7263920527858936,0.6406151835488874,1
22,2.2171760757919308,1.090885228185686,0.6666004790466192,1
28,9.512186304198869,0.026784762924310312,0.1626997438085659,1
30,8.574163911963714,0.8904197710110391,0.5650853124527563,1
29,5.68676301998757,5.079938711810588,0.7716269109786077,1
49,5.077315244997869,1.7358909409531944,0.4988956645359419,1
45,4.261900128664248,3.4212476224528743,0.012103116776107425,1
33,1.7196091056755156,2.777971723305458,0.009038469079292177,1
19,3.525628157685769,1.0579746004188517,0.3570293439700122,1
49,8.255173148176901,0.7856220646529495,0.926194068431782,1
5,1.2651244574427747,0.8939430467127296,0.22867677960360877,1
29,3.8302179447914155,3.2301487949188443,0.6343636888716871,1
11,4.668750127816776,3.8067149243033027,0.22207587069332058,1
13,5.355194143798999,3.2128311825902376,0.3216699896595486,1
28,9.17539490786682,2.4448450034731697,0.848042089601484,1
5,4.4222220340882625,0.27118378187871656,0.7288614422699469,1
48,4.201065297550266,5.072207371816104,0.09539927731321063,1
12,7.344245598205768,3.508804922049731,0.4287020209864336,1
28,5.182069670153661,1.5540044898560281,0.029169763645264468,1
15,3.378748301778147,5.179582108080654,0.480890146603009,1
21,4.046985005905501,2.8848778614926,0.6624340117010681,1
12,2.8472502158961475,3.1223234746724073,0.11850262359815156,1
39,2.4193555092154737,4.584762230489426,0.28888493890916567,1
39,5.698054921275433,4.02754610255462,0.3978366255021569,1
37,5.368952507363545,3.4003851516591106,0.9195310246560497,1
9,8.547776260997667,0.41906160673258264,0.993255015422964,1
46,3.9068245908359245,1.745712878753107,0.044911298995615856,1
43,6.081020804564539,4.77849968912494,0.761007923495392,1
45,6.298501830713559,1.1815307613003012,0.37172406640234323,1
32,1.985318397213407,1.5549265232749097,0.39245818622948003,1
11,6.543450301236999,2.222292946118615,0.7542649733470227,1
13,2.3245503120843294,2.635683730087552,0.9184264321454086,1
12,9.751827373026584,3.1992886418269855,0.9509285945025484,0
16,1.736889786739972,5.00397534544509,0.5771225860383208,1
38,4.533776757665082,1.1323599681587366,0.3571211593005028,1
37,1.9268736433328824,0.8324769533317035,0.7875490858587793,1
27,9.80543806442227,1.0711328007646443,0.25100138326230026,1
28,5.473061663531209,4.149351282140178,0.5640740288335178,1
41,6.093799099656208,3.3246103647156926,0.35857846152487316,1
39,0.846453141905464,1.1320249471637074,0.6566310737078761,1
48,7.91044083926222,3.8898706123776488,0.2403989128935069,1
44,3.7666168736838928,4.363648474004893,0.19159294573482577,1
26,9.091689420358142,4.321744975465428,0.9182390866754371,1
31,2.958888822961839,4.237862928674634,0.1018036829495369,1
39,3.062550863531429,1.5774008322216708,0.5059579077349317,1
5,0.6942817623595045,3.9468115272215334,0.22085278296300892,1
39,6.0998598350547955,2.091278955687435,0.03892996332566745,1
41,6.184734597574949,3.7487173255155546,0.03601881829142639,1
18,2.4073062043997258,3.5989820120836367,0.17522177210582734,1
7,7.6132320524931005,3.748454118340275,0.8667703545060003,0
5,5.988630474011161,3.3147513255212644,0.28247874397702666,0
9,6.107090170965612,0.7782088490018644,0.9504591705752957,1
30,5.243384765370233,2.1228975362611884,0.5816222929891935,1
18,4.723879775054509,4.806844616132193,0.4366141897687661,1
43,5.912498672736737,4.5952545991651,0.5800888346694546,1
31,2.9974280426133486,0.40596698641727597,0.5166983852262678,1
13,2.7075331093814636,0.6146141762638707,0.7587762537573252,1
19,7.77253573732808,1.1622462692845794,0.28249606597285226,1
19,8.956445928349194,3.0564073847309503,0.3530503916003024,1
30,4.266860970421403,4.482276898625512,0.8940943025332507,1
46,3.5917015498747618,1.0002611402899282,0.9464565131504055,1
17,6.7677016447011935,2.787138926462212,0.8925582274864745,1
36,5.2880929347797,4.22745558527362,0.4194479939573136,1
43,0.25292626892379133,4.005874384638894,0.7803655030068817,1
36,2.477167344548293,2.594977438093398,0.4763357333010988,1
8,6.534760446933,2.6221523247405205,0.4975398521461022,0
34,7.310171624933447,2.967954020762719,0.20468010905728395,1
41,1.19663457531035,1.4536980628294605,0.5911303032585165,1
27,3.207554443408604,2.891577506382344,0.18613589775334793,1
43,2.6477316889977596,3.814852084463892,0.33156469906719377,1
49,7.686767158217431,4.057028006675708,0.8550302016199351,1
19,1.698257171818703,3.3601040391880175,0.20707580921085522,1
47,2.2287493893671084,3.6286392582769227,0.07115828517343281,1
33,8.134486144926983,0.7607073680795534,0.0690075926128163,1
40,2.8968306011365685,2.329471061714236,0.9407845205031079,1
17,6.5212686866731975,0.0,0.5069204379618346,1
36,3.5714228589308945,0.9997432097619846,0.40941207181701833,1
11,2.719712981996067,4.037630443288966,0.8108785810079184,1
26,3.7238549989846796,5.224907113322256,0.835825927910516,1
32,7.1356011517972275,0.4770986247379091,0.3321910331156046,1
6,8.881976871593123,2.0804086168603093,0.6936180574737952,0
46,7.825408009223601,3.91208209180486,0.7711228158518866,1
49,4.860846922153931,1.427153188892889,0.6546506868659545,1
10,7.238067935567084,2.7153189731731824,0.15159507480009937,1
32,1.9099504889763068,3.7349091077888286,0.875883083517057,1
32,3.0574376503929375,3.423736294543515,0.5390945527360087,1
48,8.925452918318193,0.7069122276233087,0.2824724263700037,1
48,0.966587438026211,2.2445595987777653,0.4252281854376939,1
24,1.16483830998081,3.4598204995039734,0.03757109039890738,1
34,3.0654656609903377,3.260025209993923,0.12786680122241756,1
15,1.3645266393346334,0.0,0.7655467505158609,1
32,2.5357843498189165,3.7321441757928846,1.1634755366141114e-05,1
29,5.869478298648048,0.0,0.4165658284822922,1
43,5.317174518540763,3.592230498442853,0.5225101810855884,1
37,9.861748956236921,0.7004608415181217,0.054634420000972295,1
5,8.1152113137227,4.60807349698486,0.9730781629723328,0
31,3.7702727067034734,1.7985104667737586,0.22612533124967193,1
17,3.5804147335876304,1.9219955660322672,0.30419871963628087,1
45,4.238216983631909,0.8067212570824112,0.30394251225502733,1
7,6.242955882301652,1.6203240734714084,0.2304166621173499,0
43,3.782399343268222,4.054597992487334,0.001473822086311416,1
10,5.66266212688856,4.7174454612554175,0.7293447940879964,0
12,5.3438560321474995,2.381165158039635,0.9668454997992854,1
31,6.004764889832493,2.0224928443437387,0.22429348328504506,1
13,4.71939218993676,4.107217166630874,0.6630471918034224,1
41,3.6055747587665343,4.3580605426611125,0.7418963269587151,1
37,9.51729444016967,2.965908051776972,0.8484253790905247,1
46,7.006851495715385,2.2787380389581258,0.4226291970136091,1
48,3.008487695624691,2.444676930824716,0.30293090564042924,1
28,8.836874599216523,3.444846964400308,0.3252951340230311,1
19,5.6083818494693105,0.0,0.7126213330985128,1
36,9.526744927333844,3.08117055274254,0.816779466505636,1
36,7.688116074745686,1.8788523106764226,0.18161396775660266,1
28,5.063657489740715,4.238377762446348,0.3709410081577652,1
45,1.0684032294316599,0.4662221568139063,0.90194019674915,1
16,3.8414816220727617,3.1266772241488985,0.8066935196947392,1
43,4.811094221772055,2.896372369111901,0.9848584027624758,1
6,6.65175682831469,3.3260205132055725,0.7542482596820808,0
7,3.01957884100684,0.4177638292162752,0.39319520102792227,1
41,2.4703361419724947,2.444245689613636,0.5906378339946378,1
21,8.749394224877793,2.0182038987489,0.6610142542473203,1
6,9.505806678920957,2.919813190849905,0.07845581631712395,0
6,5.37512470863615,2.9889910635980126,0.5444969591038651,0
32,2.4897808883560666,3.2279048836573883,0.7093208284726096,1
27,3.0024448250167164,4.098004059659752,0.16732130400106038,1
41,1.586507936653264,1.3309824818819993,0.7806317174255571,1
36,9.04408565882077,4.46358112609048,0.5837727805141116,1
37,0.6062656363504495,2.5171116717949613,0.9522217856975946,1
5,6.001237251317379,0.16121441015060556,0.042422298206891695,2
23,2.947225075762868,0.5898045179076827,0.26532613755546697,1
6,5.171964114911668,1.606052270996443,0.6015538792998241,0
48,6.244070176055492,4.08244589065903,0.2965599122059307,1
30,8.5223804692813,3.3951814618467386,0.7144241640712422,1
36,3.5221118599695442,3.748126757712801,0.759005282521931,1
